LLM,problem,dist,demand_mean,n_train,n_horizon,order_option,external_opt,iter_opt,param_loc,n_pop,mode,data_summary,algo_performance,repeat_1
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_before_sell,no,-,-,10,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,train,plain,no,892.44
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,test,plain,no,864.84
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,train,plain,no,886.12
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,test,plain,no,858.09
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,1,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,2,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,3,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,4,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,5,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,3,order_after_sell,no,-,-,10,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,1,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,2,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,3,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,4,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,5,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,5,order_after_sell,no,-,-,10,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,1,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,2,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,3,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,4,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,5,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,10,order_after_sell,no,-,-,10,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,1,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,2,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,3,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,4,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,5,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,20,order_after_sell,no,-,-,10,test,processed,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,1,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,1,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,2,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,2,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,3,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,3,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,4,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,4,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,5,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,5,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,6,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,6,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,7,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,7,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,8,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,8,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,9,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,9,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,10,train,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,10,test,no,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,1,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,1,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,2,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,2,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,3,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,3,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,4,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,4,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,5,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,5,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,6,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,6,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,7,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,7,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,8,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,8,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,9,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,9,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,10,train,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,10,test,plain,no,
deepseek-chat,inventory_ex,normal0,80,50,50,order_after_sell,no,-,-,1,train,processed,no,
